2857;C;TRAORE' HJ.;Sassuolo;8;8;0
2011;C;MIGUEL VELOSO;Verona;8;8;0
4249;C;PEREIRA A.;Lazio;8;9;-1
2639;C;BAKAYOKO;Napoli;8;8;0
5328;C;GOJAK;Torino;8;8;0
4435;A;COLLEY E.;Verona;8;8;0
537;A;SANSONE;Bologna;8;9;-1
4415;A;SKOV OLSEN;Bologna;8;6;2
4970;A;MESSIAS;Crotone;8;8;0
1879;A;FARIAS;Spezia;8;9;-1
2826;A;PUSSETTO;Udinese;8;8;0
548;D;GLIK;Benevento;7;8;-1
578;D;DANILO LAR.;Bologna;7;7;0
1866;D;CEPPITELLI;Cagliari;7;8;-1
287;D;CACERES;Fiorentina;7;7;0
244;D;GHIGLIONE;Genoa;7;6;1
2335;D;LUIZ FELIPE;Lazio;7;8;-1
357;D;CALABRIA;Milan;7;5;2
142;D;MARIO RUI;Napoli;7;8;-1
1864;D;BRUNO ALVES;Parma;7;8;-1
4895;D;YOSHIDA;Sampdoria;7;7;0
4979;D;AYHAN;Sassuolo;7;7;0
4530;D;KYRIAKOPOULOS;Sassuolo;7;6;1
706;D;ANSALDI;Torino;7;8;-1
2788;D;BREMER;Torino;7;7;0
224;D;DE MAIO;Udinese;7;6;1
2280;D;NUYTINCK;Udinese;7;8;-1
4999;D;OUWEJAN;Udinese;7;5;2
554;D;ZAPPACOSTA;Genoa;7;6;1
324;D;HOEDT;Lazio;7;7;0
4393;C;SCHOUTEN;Bologna;7;6;1
4965;C;MARIN;Cagliari;7;7;0
1851;C;MOLINA S.;Crotone;7;6;1
526;C;DUNCAN;Fiorentina;7;7;0
4512;C;SCHONE;Genoa;7;8;-1
2209;C;LUCAS LEIVA;Lazio;7;8;-1
338;C;LULIC;Lazio;7;8;-1
4892;C;SAELEMAEKERS;Milan;7;6;1
4725;C;DEMME;Napoli;7;7;0
779;C;CRISTANTE;Roma;7;8;-1
2825;C;BOURABIA;Sassuolo;7;6;1
4990;C;RICCI M.;Spezia;7;6;1
4890;C;TAMEZE;Verona;7;6;1
2703;C;ADRIEN SILVA;Sampdoria;7;7;0
2357;C;CYPRIEN;Parma;7;7;0
2743;A;SANTANDER;Bologna;7;8;-1
2325;A;KARAMOH;Parma;7;5;2
2304;A;SALCEDO E.;Verona;7;7;0
215;A;VERDE;Spezia;7;6;1
2285;D;BANI;Genoa;6;7;-1
2746;D;DIJKS;Bologna;6;7;-1
4237;D;DANILO;Juventus;6;5;1
4332;D;DEMIRAL;Juventus;6;6;0
2168;D;MUSACCHIO;Milan;6;7;-1
140;D;HYSAJ;Napoli;6;6;0
4409;D;RRAHMANI;Napoli;6;7;-1
2525;D;DARMIAN;Inter;6;7;-1
4421;D;AUGELLO;Sampdoria;6;7;-1
2355;D;MARLON;Sassuolo;6;7;-1
4521;D;MULDUR;Sassuolo;6;6;0
2318;D;ROGERIO;Sassuolo;6;6;0
4982;D;ERLIC;Spezia;6;6;0
2171;D;LYANCO;Torino;6;6;0
4519;D;CETIN;Verona;6;5;1
5006;D;PICCINI;Atalanta;6;7;-1
2741;C;PESSINA;Atalanta;6;7;-1
627;C;IONITA;Benevento;6;6;0
4869;C;DOMINGUEZ;Bologna;6;7;-1
150;C;SAPONARA;Fiorentina;6;7;-1
181;C;VECINO;Inter;6;7;-1
4973;C;MCKENNIE;Juventus;6;6;0
430;C;BRUGMAN;Parma;6;5;1
27;C;GRASSI;Parma;6;5;1
4978;C;DAMSGAARD;Sampdoria;6;6;0
4501;C;OBIANG;Sassuolo;6;5;1
4987;C;BARTOLOMEI;Spezia;6;6;0
556;C;BASELLI;Torino;6;7;-1
2789;C;MEITE';Torino;6;6;0
238;C;RINCON;Torino;6;5;1
5002;C;VULIC;Crotone;6;6;0
172;C;BORJA VALERO;Fiorentina;6;5;1
633;C;FARES;Lazio;6;6;0
4681;C;LOPEZ M.;Sassuolo;6;6;0
819;A;FAVILLI;Verona;6;5;1
4894;A;HARASLIN;Sassuolo;6;6;0
5013;A;ASORO;Genoa;6;6;0
5310;A;HAUGE;Milan;6;6;0
1889;P;CORDAZ;Crotone;5;6;-1
5005;P;ZOET;Spezia;5;6;-1
1847;D;CALDARA;Atalanta;5;6;-1
2871;D;KLAVAN;Cagliari;5;5;0
4374;D;WALUKIEWICZ;Cagliari;5;4;1
4967;D;GOLEMIC;Crotone;5;5;0
2083;D;BIRASCHI;Genoa;5;5;0
418;D;GOLDANIGA;Genoa;5;5;0
365;D;ZAPATA C.;Genoa;5;5;0
2728;D;PELLEGRINI LU.;Genoa;5;5;0
2062;D;BASTOS;Lazio;5;5;0
327;D;PATRIC;Lazio;5;4;1
770;D;PEZZELLA GIU.;Parma;5;5;0
262;D;SANTON;Roma;5;3;2
2104;D;BERESZYNSKI;Sampdoria;5;5;0
2141;D;DEPAOLI;Atalanta;5;6;-1
1868;D;MURRU;Torino;5;5;0
144;D;TONELLI;Sampdoria;5;6;-1
640;D;CHIRICHES;Sassuolo;5;5;0
4983;D;FERRER;Spezia;5;5;0
4412;D;RODRIGO BECAO;Udinese;5;6;-1
790;D;SAMIR;Udinese;5;5;0
254;D;DIMARCO;Verona;5;4;1
423;D;RISPOLI;Crotone;5;5;0
5293;D;MOJICA;Atalanta;5;5;0
2192;D;BONIFAZI;Udinese;5;6;-1
5323;D;MARTINEZ QUARTA;Fiorentina;5;5;0
5327;D;OSORIO;Parma;5;5;0
272;C;MEDEL;Bologna;5;4;1
2302;C;BEHRAMI;Genoa;5;4;1
4330;C;LERAGER;Genoa;5;5;0
4975;C;ESCALANTE;Lazio;5;5;0
2188;C;MARUSIC;Lazio;5;4;1
342;C;PAROLO;Lazio;5;5;0
4287;C;LOBOTKA;Napoli;5;5;0
4988;C;MAGGIORE;Spezia;5;5;0
434;C;JAJALO;Udinese;5;6;-1
2392;C;WALACE;Udinese;5;6;-1
20;C;CIGARINI;Crotone;5;5;0
5007;C;ILIC;Verona;5;4;1
5008;C;EDUARDO HENRIQUE;Crotone;5;5;0
179;C;PETRICCIONE;Crotone;5;5;0
4963;A;INSIGNE R.;Benevento;5;6;-1
4346;A;MILLICO;Torino;5;5;0
5004;A;FORESTIERI;Udinese;5;4;1
1998;A;PJACA;Genoa;5;3;2
41;P;MIRANTE;Roma;4;1;3
4881;D;CZYBORRA;Genoa;4;4;0
4414;D;DENSWIL;Bologna;4;4;0
1869;D;PISACANE;Cagliari;4;4;0
2279;D;ROMAGNA;Sassuolo;4;5;-1
84;D;MARRONE;Crotone;4;5;-1
1891;D;CECCHERINI;Verona;4;4;0
4407;D;IGOR;Fiorentina;4;5;-1
11;D;CONTI;Milan;4;5;-1
2860;D;MALCUIT;Napoli;4;4;0
2801;D;IACOPONI;Parma;4;6;-2
141;D;LAURINI;Parma;4;4;0
2016;D;FAZIO;Roma;4;5;-1
256;D;JUAN JESUS;Roma;4;5;-1
4403;D;CHABOT;Spezia;4;3;1
2769;D;MAGNANI;Verona;4;5;-1
2795;D;TER AVEST;Udinese;4;4;0
4323;D;ZEEGELAAR;Udinese;4;4;0
4494;D;EMPEREUR;Verona;4;4;0
4997;D;RUEGG;Verona;4;4;0
4998;D;MOLINA N.;Udinese;4;4;0
5000;D;MAGALLAN;Crotone;4;5;-1
630;D;SALA;Spezia;4;4;0
5307;D;VALENTI;Parma;4;5;-1
4242;D;DALOT;Milan;4;4;0
5326;D;BUSI;Parma;4;4;0
115;C;HETEMAJ;Benevento;4;3;1
1915;C;TELLO;Benevento;4;5;-1
2744;C;SVANBERG;Bologna;4;4;0
4515;C;AGUDELO;Spezia;4;4;0
2213;C;CASSATA;Genoa;4;5;-1
118;C;RADOVANOVIC;Genoa;4;3;1
305;C;STURARO;Genoa;4;4;0
299;C;KHEDIRA;Juventus;4;4;0
170;C;BADELJ;Genoa;4;3;1
333;C;CATALDI;Lazio;4;5;-1
148;C;KRUNIC;Milan;4;5;-1
2378;C;PASTORE;Roma;4;5;-1
2264;C;MORA;Spezia;4;4;0
2009;C;LUKIC;Torino;4;4;0
1933;C;MANDRAGORA;Udinese;4;5;-1
5317;C;BRUNETTA;Parma;4;4;0
5329;C;MAKENGO;Udinese;4;4;0
2195;A;OUNAS;Cagliari;4;5;-1
637;A;SILIGARDI;Crotone;4;4;0
1839;A;EDERA;Torino;4;4;0
611;P;RAFAEL;Spezia;3;1;2
2739;D;RECA;Crotone;3;3;0
4960;D;TUIA;Benevento;3;3;0
2116;D;FARAGO';Cagliari;3;4;-1
2653;D;LYKOGIANNIS;Cagliari;3;2;1
1950;D;MAZZOTTA;Crotone;3;4;-1
15;D;MASIELLO;Genoa;3;4;-1
4511;D;DUARTE;Milan;3;3;0
4401;D;GABBIA;Milan;3;1;2
390;D;GHOULAM;Napoli;3;3;0
517;D;DELL'ORCO;Spezia;3;4;-1
2252;D;MARCHIZZA;Spezia;3;3;0
521;D;PELUSO;Sassuolo;3;4;-1
4984;D;RAMOS;Spezia;3;3;0
4493;D;DAWIDOWICZ;Verona;3;4;-1
4461;D;ZAPPA;Cagliari;3;3;0
2180;D;KARSDORP;Roma;3;3;0
4934;D;LOVATO;Verona;3;1;2
729;D;PEREIRA P.;Crotone;3;3;0
5300;D;HICKEY;Bologna;3;2;1
1979;D;BARRECA;Fiorentina;3;3;0
2265;C;SCHIATTARELLA;Benevento;3;4;-1
374;C;POLI;Bologna;3;3;0
2854;C;BRADARIC;Cagliari;3;4;-1
1871;C;DEIOLA;Spezia;3;3;0
4327;C;OLIVA;Cagliari;3;3;0
2286;C;CROCIATA;Crotone;3;4;-1
2659;C;DABO;Benevento;3;2;1
1982;C;PARIGINI;Genoa;3;3;0
2804;C;SCOZZARELLA;Parma;3;4;-1
2855;C;VIEIRA;Verona;3;4;-1
4995;C;SEGRE;Torino;3;3;0
5287;C;ARSLAN;Udinese;3;3;0
4962;A;IMPROTA;Benevento;3;3;0
2853;A;MONCINI;Benevento;3;3;0
2154;A;VIGNATO;Bologna;3;3;0
306;A;CERRI;Cagliari;3;4;-1
447;A;LA GUMINA;Sampdoria;3;4;-1
5011;A;DRAGUS;Crotone;3;3;0
5322;A;MIHAILA;Parma;3;3;0
4;P;SPORTIELLO;Atalanta;2;1;1
106;D;MATTIELLO;Spezia;2;3;-1
4888;D;SUTALO;Atalanta;2;3;-1
134;D;BARBA;Benevento;2;2;0
4959;D;FOULON;Benevento;2;1;1
394;D;MAGGIO;Benevento;2;3;-1
50;D;MBAYE;Bologna;2;3;-1
2143;D;CUOMO;Crotone;2;3;-1
2174;D;VENUTI;Fiorentina;2;3;-1
4397;D;VAVRO;Lazio;2;3;-1
393;D;LUPERTO;Crotone;2;2;0
45;D;FERRARI A.;Sampdoria;2;3;-1
454;D;CAPRADOSSI;Spezia;2;3;-1
425;D;TERZI;Spezia;2;3;-1
4985;D;VIGNALI;Spezia;2;3;-1
2869;D;DJIDJI;Crotone;2;2;0
4899;D;SINGO;Torino;2;2;0
5010;D;ISMAJLI;Spezia;2;3;-1
4946;D;FRABOTTA;Juventus;2;1;1
4968;C;GOMELT;Crotone;2;1;1
2316;C;ZANELLATO;Crotone;2;2;0
4921;C;ASKILDSEN;Sampdoria;2;2;0
2334;C;LERIS;Sampdoria;2;2;0
528;C;MAGNANELLI;Sassuolo;2;3;-1
4986;C;ACAMPORA;Spezia;2;1;1
4989;C;MASTINU;Spezia;2;3;-1
589;C;BADU;Verona;2;3;-1
2121;C;MELEGONI;Genoa;2;1;1
5286;C;AKPA AKPRO;Lazio;2;1;1
2725;C;CALIGARA;Cagliari;2;1;1
5290;C;ESTEVEZ;Spezia;2;3;-1
5298;C;POBEGA;Spezia;2;1;1
2144;C;COULIBALY;Udinese;2;1;1
5312;C;LEO' SENA;Spezia;2;2;0
5319;C;SOHM;Parma;2;2;0
4923;A;COLOMBO;Milan;2;1;1
2773;A;SPROCATI;Parma;2;2;0
4371;A;RASPADORI;Sassuolo;2;3;-1
5297;A;LUVUMBO;Cagliari;2;2;0
4431;P;CARNESECCHI;Atalanta;1;1;0
2297;P;ROSSI F.;Atalanta;1;1;0
4955;P;GORI P.;Benevento;1;1;0
4956;P;MANFREDINI;Benevento;1;1;0
4883;P;BREZA;Bologna;1;1;0
40;P;DA COSTA;Bologna;1;1;0
4964;P;VICARIO;Cagliari;1;1;0
1946;P;ARESTI;Cagliari;1;1;0
4929;P;CIOCCI;Cagliari;1;1;0
1890;P;FESTA;Crotone;1;1;0
4351;P;BRANCOLINI;Fiorentina;1;1;0
2815;P;TERRACCIANO;Fiorentina;1;1;0
318;P;MARCHETTI;Genoa;1;1;0
1843;P;RADU I.;Inter;1;1;0
282;P;BUFFON;Juventus;1;1;0
1930;P;PINSOGLIO;Juventus;1;1;0
2770;P;PROTO;Lazio;1;1;0
387;P;REINA;Lazio;1;1;0
216;P;DONNARUMMA AN.;Milan;1;1;0
2845;P;CONTINI;Napoli;1;1;0
412;P;COLOMBI;Parma;1;1;0
4977;P;RAVAGLIA;Sampdoria;1;1;0
510;P;PEGOLO;Sassuolo;1;1;0
4867;P;TURATI;Sassuolo;1;1;0
4981;P;KRAPIKAS;Spezia;1;1;0
2790;P;ROSATI;Torino;1;1;0
220;P;UJKANI;Torino;1;1;0
2271;P;NICOLAS;Udinese;1;1;0
4491;P;BERARDI A.;Verona;1;1;0
4996;P;PANDUR;Verona;1;1;0
160;P;TATARUSANU;Milan;1;1;0
543;P;PADELLI;Inter;1;1;0
5289;P;CRESPI;Crotone;1;1;0
1921;P;ZIMA;Genoa;1;1;0
5304;P;BOER;Roma;1;1;0
4523;P;AVOGADRI;Sampdoria;1;1;0
5306;P;ALIA;Lazio;1;1;0
5320;P;PALEARI;Genoa;1;1;0
2814;P;PROVEDEL;Spezia;1;1;0
4520;P;LETICA;Sampdoria;1;1;0
574;P;SCUFFET;Udinese;1;1;0
2798;P;DINI;Parma;1;1;0
2170;P;MILINKOVIC-SAVIC V.;Torino;1;1;0
5333;P;GASPARINI;Udinese;1;1;0
4961;D;VOLTA;Benevento;1;1;0
4925;D;CARBONI;Cagliari;1;1;0
78;D;SPOLLI;Crotone;1;1;0
261;D;RANOCCHIA;Inter;1;2;-1
4366;D;ARMINI;Lazio;1;1;0
4976;D;KALULU;Milan;1;1;0
490;D;REGINI;Sampdoria;1;1;0
4406;D;TRIPALDELLI;Cagliari;1;1;0
4917;D;PRODL;Udinese;1;2;-1
4945;D;CALAFIORI;Roma;1;1;0
1876;D;PAJAC;Cagliari;1;1;0
4454;D;PINNA;Cagliari;1;1;0
5316;D;AMIONE;Verona;1;1;0
2745;D;CALABRESI;Bologna;1;1;0
4950;D;DALLE MURA;Fiorentina;1;1;0
519;D;GAZZOLA;Parma;1;1;0
5332;D;BASTONI S.;Spezia;1;1;0
2724;D;BUONGIORNO;Torino;1;1;0
4487;D;FERIGRA;Torino;1;1;0
2244;C;DEL PINTO;Benevento;1;1;0
4919;C;BALDURSSON;Bologna;1;1;0
4969;C;MUSTACCHIO;Crotone;1;1;0
4411;C;AGOUME;Spezia;1;2;-1
2107;C;KIYINE;Lazio;1;1;0
4885;C;VILLAR;Roma;1;2;-1
2726;C;DANZI;Verona;1;1;0
400;C;DEZI;Parma;1;1;0
4953;C;PALUMBO;Udinese;1;1;0
4390;C;ANDERSON D.;Lazio;1;1;0
4896;C;MALDINI;Milan;1;1;0
5318;C;TRAMONI M.;Cagliari;1;1;0
4349;C;NICOLUSSI CAVIGLIA;Parma;1;1;0
5331;C;BASIT;Benevento;1;1;0
2835;C;KINGSLEY;Bologna;1;1;0
4353;C;MONTIEL;Fiorentina;1;1;0
4459;C;ROVELLA;Genoa;1;1;0
4370;C;PORTANOVA;Juventus;1;1;0
4359;A;PICCOLI;Spezia;1;1;0
4862;A;TRAORE' AM.;Atalanta;1;1;0
2137;A;SCAMACCA;Genoa;1;1;0
5303;A;MALES;Genoa;1;1;0
2013;A;RICCI F.;Sassuolo;1;1;0
4387;A;ADORANTE;Parma;1;1;0
4335;A;SCHIAPPACASSE;Sassuolo;1;1;0
4938;A;MORO;Lazio;1;1;0
