4;P;SPORTIELLO;Frosinone;35;6,06;4,16;0;64;0;0;0;0;0;0;5;0;0
11;D;CONTI;Milan;12;6;6,06;0;0;0;0;0;0;2;0;3;0;0
15;D;MASIELLO A.;Atalanta;24;6;5,85;0;0;0;0;0;0;1;0;5;0;1
20;C;CIGARINI;Cagliari;25;5,91;5,76;0;0;0;0;0;0;1;0;9;0;0
21;C;D'ALESSANDRO;Udinese;24;5,85;5,82;0;0;0;0;0;0;1;0;3;0;0
22;C;DE ROON;Atalanta;35;6,06;6,15;1;0;0;1;1;0;1;0;8;0;0
26;A;GOMEZ A.;Atalanta;35;6,34;7,16;7;0;0;0;0;0;9;1;5;0;0
27;C;GRASSI;Parma;7;5,83;5,83;0;0;0;0;0;0;0;0;0;0;0
28;C;KURTIC;SPAL;30;6,12;6,73;6;0;0;0;0;0;3;2;9;0;0
40;P;DA COSTA;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;P;MIRANTE;Roma;11;6,41;6,14;0;6;1;0;0;0;0;0;0;0;0
45;D;FERRARI A.;Sampdoria;6;5,67;5,5;0;0;0;0;0;0;0;0;2;0;0
48;D;MAIETTA;Empoli;21;5,6;5,48;0;0;0;0;0;0;0;0;5;0;0
50;D;MBAYE;Bologna;23;5,76;5,91;2;0;0;0;0;0;0;0;5;0;0
54;D;ROSSETTINI;Chievo;21;5,62;5,5;0;0;0;0;0;0;0;0;5;0;0
56;C;BRIGHI;Empoli;10;5,93;6,29;1;0;0;0;0;0;0;0;1;0;0
57;C;CRISETIG;Frosinone;8;5,79;5,57;0;0;0;0;0;0;0;0;3;0;0
58;C;DIAWARA;Napoli;13;5,77;5,59;0;0;0;0;0;0;0;0;4;0;0
60;C;RIZZO;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;D;GAGLIOLO;Parma;34;5,88;5,69;0;0;0;0;0;0;1;0;7;0;2
76;D;ROMAGNOLI S;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;D;SPOLLI;Genoa;7;5,5;5,07;0;0;0;0;0;0;0;0;2;0;1
81;C;DI GAUDIO;Parma;12;5,41;5,41;0;0;0;0;0;0;0;0;0;0;0
83;C;LOLLO;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;A;LASAGNA;Udinese;36;5,81;6,25;6;0;0;1;0;1;1;0;2;0;0
97;P;SECULIN;Chievo;2;11;4;0;7;0;0;0;0;0;0;0;0;0
99;D;CACCIATORE;Cagliari;14;5,93;5,96;0;0;0;0;0;0;2;0;3;0;0
100;D;CESAR;Chievo;14;5,54;5,65;1;0;0;0;0;0;0;0;3;0;0
103;D;FREY;Chievo;5;5,67;5,67;0;0;0;0;0;0;0;0;0;0;0
105;D;GOBBI;Parma;16;5,47;5,43;0;0;0;0;0;0;1;0;3;0;0
106;D;MATTIELLO;Bologna;17;5,59;5,72;1;0;0;0;0;0;1;0;2;1;0
111;C;BIRSA;Cagliari;29;5,85;6,13;1;0;0;1;1;0;1;1;1;0;0
112;C;CASTRO;Cagliari;12;6;6,46;1;0;0;0;0;0;3;0;1;0;0
115;C;HETEMAJ;Chievo;30;5,62;5,67;2;0;0;0;0;0;0;0;9;0;0
118;C;RADOVANOVIC;Genoa;35;5,84;5,71;0;0;0;0;0;0;0;0;9;0;0
119;C;RIGONI N;Chievo;24;5,5;5,33;0;0;0;0;0;0;1;0;8;1;0
